internal_record_id,functional_record_id,household_id,first_name,middle_name,last_name,full_name,given_name,gender,birth_date,estimated_age,marital_status,phone_numbers,emails,foundational_id,foundational_id_masked,education_level,language_code,image_file,country,region,district,ward,village,latitude,longitude,altitude,plus_code,address_line_1,address_line_2,postal_code,country_code,primary_livelihood,secondary_livelihood,employment_status,coping_strategies_index,mobile_phone_type,disability_status,orphanhood_flag,chronic_illness_flag,displacement_status,pastoralist_classification,high_mobility_indicator,plw_status,plw_status_date,livestock,land,shocks,disabilities,programs
i0033,IND-0033,h008,Stephanie,,Dixon,Stephanie Dixon,Stephanie Dixon,FEMALE,1985-11-09,40,MARRIED,"[{""type"": ""mobile"", ""number"": ""+10000000033"", ""is_primary"": true}]",,1546696950,XXXXXX6950,CAN_READ_AND_WRITE,en,images/IND-0033.jpg,kamuntu,faraja,tunza,kufa,bilosi,10.332,69.384,223,03AB+93,77434 Sims Harbor Suite 143,Sector 7,000033,KM,LIVESTOCK,,UNEMPLOYED,7,SMARTPHONE,,,,,,,,,[],"[{""land_access"": ""TRUE"", ""land_size"": 2.25, ""productive_assets"": ""[\""OTHER\""]""}, {""land_access"": ""FALSE"", ""land_size"": null, ""productive_assets"": null}, {""land_access"": ""TRUE"", ""land_size"": 9.21, ""productive_assets"": ""[\""PLOUGH\"", \""OTHER\""]""}]",[],[],"[{""program_name"": ""PROG_FOOD_AID"", ""program_start_date"": ""2023-03-14"", ""program_exit_date"": null}, {""program_name"": ""PROG_EDUCATION_SUPPORT"", ""program_start_date"": ""2025-07-18"", ""program_exit_date"": null}]"
i0034,IND-0034,h008,Denise,,Dixon,Denise Dixon,Denise Dixon,FEMALE,1973-09-10,52,MARRIED,"[{""type"": ""mobile"", ""number"": ""+10000000034"", ""is_primary"": true}]",taylorjesse@example.net,8106906538,XXXXXX6538,CAN_READ_AND_WRITE,en,images/IND-0034.jpg,kamuntu,faraja,tunza,kufa,bilosi,10.3365,69.3342,104,03AB+93,316 Rivera Mountain,Sector 8,000034,KM,BUSINESS_TRADE,SERVICES,UNEMPLOYED,1,NONE,,,,,,,,,[],"[{""land_access"": ""TRUE"", ""land_size"": 4.18, ""productive_assets"": ""[\""TRACTOR\""]""}, {""land_access"": ""TRUE"", ""land_size"": 6.88, ""productive_assets"": ""[\""TRACTOR\"", \""OTHER\""]""}, {""land_access"": ""FALSE"", ""land_size"": null, ""productive_assets"": ""[\""PLOUGH\"", \""TRACTOR\""]""}]",[],"[{""disability_domain"": ""HEARING"", ""disability_severity"": ""CANNOT_DO_AT_ALL""}]","[{""program_name"": ""PROG_EDUCATION_SUPPORT"", ""program_start_date"": ""2023-12-14"", ""program_exit_date"": null}, {""program_name"": ""PROG_FOOD_AID"", ""program_start_date"": ""2023-02-23"", ""program_exit_date"": null}]"
i0035,IND-0035,h009,Jennifer,,Clark,Jennifer Clark,Jennifer Clark,FEMALE,1993-12-23,32,MARRIED,"[{""type"": ""mobile"", ""number"": ""+10000000035"", ""is_primary"": true}]",xprice@example.net,2333241445,XXXXXX1445,INTERMEDIARY,en,images/IND-0035.jpg,kamuntu,jasiri,baraka,safari,bimaqa,14.9307,71.8647,61,49AB+18,670 Evans Loaf,Sector 9,000035,KM,WAGE_LABOR,,EMPLOYED,7,NONE,,,,,,,,,[],[],[],[],"[{""program_name"": ""PROG_FOOD_AID"", ""program_start_date"": ""2024-03-25"", ""program_exit_date"": null}, {""program_name"": ""PROG_HEALTH_INSURANCE"", ""program_start_date"": ""2023-11-06"", ""program_exit_date"": null}]"
i0036,IND-0036,h009,Scott,,Clark,Scott Clark,Scott Clark,MALE,1967-08-07,58,MARRIED,"[{""type"": ""mobile"", ""number"": ""+10000000036"", ""is_primary"": true}]",,8285786023,XXXXXX6023,ILLITERATE,en,images/IND-0036.jpg,kamuntu,jasiri,baraka,safari,bimaqa,14.8994,71.8744,217,48AB+18,893 Robinson Mews Suite 065,Sector 1,000036,KM,GOVT_EMPLOYMENT,WAGE_LABOR,RETIRED,7,SMARTPHONE,,,,,,,,,[],[],[],"[{""disability_domain"": ""COGNITION"", ""disability_severity"": ""CANNOT_DO_AT_ALL""}, {""disability_domain"": ""COMMUNICATION"", ""disability_severity"": ""CANNOT_DO_AT_ALL""}]",[]
i0037,IND-0037,h009,Maureen,Jennifer,Clark,Maureen Jennifer Clark,Maureen Jennifer Clark,FEMALE,1968-11-21,57,MARRIED,"[{""type"": ""mobile"", ""number"": ""+10000000037"", ""is_primary"": true}]",,3394039673,XXXXXX9673,HIGHER_EDUCATION,en,images/IND-0037.jpg,kamuntu,jasiri,baraka,safari,bimaqa,14.9417,71.8621,84,49AB+18,98069 Christopher Meadow Apt. 720,Sector 2,000037,KM,UNEMPLOYED,,EMPLOYED,3,SMARTPHONE,,,,,,,,,[],[],"[{""shock_type"": ""FLOOD"", ""shock_date"": ""2025-11-16"", ""shock_period"": ""2025-Q4"", ""coping_strategy"": ""CS_SELL_ASSETS""}]",[],[]
i0038,IND-0038,h010,Debbie,,Murphy,Debbie Murphy,Debbie Murphy,FEMALE,1966-10-08,59,MARRIED,"[{""type"": ""mobile"", ""number"": ""+10000000038"", ""is_primary"": true}]",,8995059760,XXXXXX9760,HIGHER_EDUCATION,en,images/IND-0038.jpg,kamuntu,faraja,tunza,kuitwa,bilovi,12.885,67.9152,265,28AB+79,5646 Conley Mountains Apt. 805,Sector 3,000038,KM,WAGE_LABOR,BUSINESS_TRADE,EMPLOYED,7,NONE,NO,FALSE,FALSE,HOST_COMMUNITY,SETTLED,FALSE,NO,,[],[],[],[],"[{""program_name"": ""PROG_FOOD_AID"", ""program_start_date"": ""2024-10-01"", ""program_exit_date"": null}, {""program_name"": ""PROG_EDUCATION_SUPPORT"", ""program_start_date"": ""2024-04-15"", ""program_exit_date"": null}]"
i0039,IND-0039,h010,Courtney,,Murphy,Courtney Murphy,Courtney Murphy,MALE,2007-08-15,18,MARRIED,"[{""type"": ""mobile"", ""number"": ""+10000000039"", ""is_primary"": true}]",websterstefanie@example.org,6302109556,XXXXXX9556,CAN_READ_AND_WRITE,en,images/IND-0039.jpg,kamuntu,faraja,tunza,kuitwa,bilovi,12.8736,67.9293,70,28AB+79,232 Caldwell Port,Sector 4,000039,KM,UNEMPLOYED,,RETIRED,4,NONE,,,,,,,,,"[{""livestock_species"": ""SHEEP"", ""livestock_counts"": ""BAND_21_PLUS""}, {""livestock_species"": ""CATTLE"", ""livestock_counts"": ""BAND_6_10""}]",[],[],[],[]
i0040,IND-0040,h010,Theresa,,Murphy,Theresa Murphy,Theresa Murphy,FEMALE,1979-01-25,47,MARRIED,"[{""type"": ""mobile"", ""number"": ""+10000000040"", ""is_primary"": true}]",,7296096954,XXXXXX6954,HIGHER_EDUCATION,en,images/IND-0040.jpg,kamuntu,faraja,tunza,kuitwa,bilovi,12.8462,67.9233,149,28AB+79,2991 Tami Coves Apt. 496,Sector 5,000040,KM,SERVICES,CRAFT,UNEMPLOYED,1,NONE,,,,,,,,,[],"[{""land_access"": ""TRUE"", ""land_size"": 6.23, ""productive_assets"": ""[\""OTHER\"", \""PLOUGH\""]""}]","[{""shock_type"": ""JOB_LOSS"", ""shock_date"": ""2025-08-13"", ""shock_period"": ""2025-Q3"", ""coping_strategy"": ""CS_SEEK_AID""}]",[],"[{""program_name"": ""PROG_FOOD_AID"", ""program_start_date"": ""2023-07-10"", ""program_exit_date"": null}]"
i0041,IND-0041,h010,James,,Murphy,James Murphy,James Murphy,MALE,1971-12-23,54,MARRIED,"[{""type"": ""mobile"", ""number"": ""+10000000041"", ""is_primary"": true}]",,9344011888,XXXXXX1888,INTERMEDIARY,en,images/IND-0041.jpg,kamuntu,faraja,tunza,kuitwa,bilovi,12.8699,67.879,278,28AB+78,314 Laura Port,Sector 6,000041,KM,WAGE_LABOR,AGRICULTURE,UNEMPLOYED,3,NONE,,,,,,,,,[],[],[],[],"[{""program_name"": ""PROG_HEALTH_INSURANCE"", ""program_start_date"": ""2025-04-16"", ""program_exit_date"": null}, {""program_name"": ""PROG_EDUCATION_SUPPORT"", ""program_start_date"": ""2025-05-13"", ""program_exit_date"": null}]"
i0042,IND-0042,h010,Richard,,Murphy,Richard Murphy,Richard Murphy,MALE,2003-01-16,23,SINGLE,"[{""type"": ""mobile"", ""number"": ""+10000000042"", ""is_primary"": true}]",estanley@example.net,1116402431,XXXXXX2431,BASIC,en,images/IND-0042.jpg,kamuntu,faraja,tunza,kuitwa,bilovi,12.9043,67.8536,168,29AB+78,67165 Zimmerman Mews Apt. 849,Sector 7,000042,KM,WAGE_LABOR,,EMPLOYED,2,SMARTPHONE,,,,,,,,,"[{""livestock_species"": ""DONKEY"", ""livestock_counts"": ""BAND_1_5""}]",[],[],[],[]
i0043,IND-0043,h010,Rhonda,,Murphy,Rhonda Murphy,Rhonda Murphy,FEMALE,1993-12-04,32,MARRIED,"[{""type"": ""mobile"", ""number"": ""+10000000043"", ""is_primary"": true}]",,6923301988,XXXXXX1988,INTERMEDIARY,en,images/IND-0043.jpg,kamuntu,faraja,tunza,kuitwa,bilovi,12.9152,67.9232,114,29AB+79,6945 Mariah Corners Suite 737,Sector 8,000043,KM,CRAFT,,SELF_EMPLOYED,6,SMARTPHONE,,,,,,,,,"[{""livestock_species"": ""CHICKEN"", ""livestock_counts"": ""BAND_11_20""}, {""livestock_species"": ""DONKEY"", ""livestock_counts"": ""BAND_1_5""}]",[],[],[],[]
i0044,IND-0044,h010,Kelly,,Murphy,Kelly Murphy,Kelly Murphy,MALE,2013-08-19,12,SINGLE,"[{""type"": ""mobile"", ""number"": ""+10000000044"", ""is_primary"": true}]",,2062073697,XXXXXX3697,CAN_READ_AND_WRITE,en,images/IND-0044.jpg,kamuntu,faraja,tunza,kuitwa,bilovi,12.9239,67.9021,111,29AB+79,75273 Salinas Junctions Suite 948,Sector 9,000044,KM,,,,,,NO,FALSE,FALSE,HOST_COMMUNITY,SETTLED,FALSE,NO,,[],[],[],[],[]
i0045,IND-0045,h011,Anna,,Walker,Anna Walker,Anna Walker,FEMALE,1978-10-21,47,MARRIED,"[{""type"": ""mobile"", ""number"": ""+10000000045"", ""is_primary"": true}]",,2043030161,XXXXXX0161,ILLITERATE,en,images/IND-0045.jpg,kamuntu,chakula,makali,sura,biluqu,12.4997,66.4602,225,24AB+64,9578 Coleman Summit,Sector 1,000045,KM,BUSINESS_TRADE,,RETIRED,7,BASIC,,,,,,,,,[],"[{""land_access"": ""TRUE"", ""land_size"": 7.28, ""productive_assets"": ""[\""OTHER\""]""}]",[],[],"[{""program_name"": ""PROG_EDUCATION_SUPPORT"", ""program_start_date"": ""2025-02-11"", ""program_exit_date"": null}, {""program_name"": ""PROG_CASH_TRANSFER"", ""program_start_date"": ""2024-08-05"", ""program_exit_date"": null}]"
i0046,IND-0046,h011,Joshua,,Walker,Joshua Walker,Joshua Walker,MALE,1993-03-08,33,MARRIED,"[{""type"": ""mobile"", ""number"": ""+10000000046"", ""is_primary"": true}]",qnelson@example.org,8076144396,XXXXXX4396,BASIC,en,images/IND-0046.jpg,kamuntu,chakula,makali,sura,biluqu,12.4313,66.472,175,24AB+64,351 James Streets,Sector 2,000046,KM,UNEMPLOYED,,EMPLOYED,1,SMARTPHONE,,,,,,,,,[],"[{""land_access"": ""TRUE"", ""land_size"": 5.83, ""productive_assets"": ""[\""TRACTOR\"", \""OTHER\""]""}]","[{""shock_type"": ""FLOOD"", ""shock_date"": ""2025-01-23"", ""shock_period"": ""2025-Q1"", ""coping_strategy"": ""CS_REDUCE_MEALS""}, {""shock_type"": ""CONFLICT"", ""shock_date"": ""2025-06-12"", ""shock_period"": ""2025-Q2"", ""coping_strategy"": ""CS_BORROW""}]","[{""disability_domain"": ""MOBILITY"", ""disability_severity"": ""SOME_DIFFICULTY""}, {""disability_domain"": ""SELF_CARE"", ""disability_severity"": ""CANNOT_DO_AT_ALL""}]","[{""program_name"": ""PROG_HEALTH_INSURANCE"", ""program_start_date"": ""2024-06-20"", ""program_exit_date"": null}, {""program_name"": ""PROG_FOOD_AID"", ""program_start_date"": ""2025-02-17"", ""program_exit_date"": null}]"
i0047,IND-0047,h011,Kari,,Walker,Kari Walker,Kari Walker,FEMALE,1985-01-13,41,MARRIED,"[{""type"": ""mobile"", ""number"": ""+10000000047"", ""is_primary"": true}]",tina34@example.org,8088660633,XXXXXX0633,INTERMEDIARY,en,images/IND-0047.jpg,kamuntu,chakula,makali,sura,biluqu,12.4916,66.522,248,24AB+65,40824 Terri Plaza Suite 271,Sector 3,000047,KM,WAGE_LABOR,CRAFT,EMPLOYED,3,SMARTPHONE,,,,,,,,,[],[],[],[],[]
i0048,IND-0048,h012,Melissa,,Hernandez,Melissa Hernandez,Melissa Hernandez,FEMALE,2016-09-21,9,MARRIED,"[{""type"": ""mobile"", ""number"": ""+10000000048"", ""is_primary"": true}]",,6404582459,XXXXXX2459,BASIC,en,images/IND-0048.jpg,kamuntu,faraja,sihaya,kusoma,bicha,14.758,65.7896,275,47AB+57,31869 Kimberly Light Suite 749,Sector 4,000048,KM,,,,,,NO,TRUE,FALSE,IDP,PASTORALIST,TRUE,NO,,[],[],[],[],[]
i0049,IND-0049,h012,William,,Hernandez,William Hernandez,William Hernandez,MALE,2016-01-25,10,MARRIED,"[{""type"": ""mobile"", ""number"": ""+10000000049"", ""is_primary"": true}]",,8387664437,XXXXXX4437,INTERMEDIARY,en,images/IND-0049.jpg,kamuntu,faraja,sihaya,kusoma,bicha,14.7789,65.8058,226,47AB+58,133 Guerrero Estate,Sector 5,000049,KM,,,,,,NO,FALSE,FALSE,HOST_COMMUNITY,SETTLED,FALSE,NO,,[],[],[],[],[]
i0050,IND-0050,h012,Cynthia,,Hernandez,Cynthia Hernandez,Cynthia Hernandez,FEMALE,2024-10-29,1,SINGLE,"[{""type"": ""mobile"", ""number"": ""+10000000050"", ""is_primary"": true}]",,6246716604,XXXXXX6604,,en,images/IND-0050.jpg,kamuntu,faraja,sihaya,kusoma,bicha,14.7992,65.7606,198,47AB+57,67974 Jesse Squares,Sector 6,000050,KM,,,,,,NO,TRUE,FALSE,HOST_COMMUNITY,PASTORALIST,TRUE,NO,,[],[],[],[],[]
i0051,IND-0051,h012,Diane,,Hernandez,Diane Hernandez,Diane Hernandez,FEMALE,1991-12-14,34,DIVORCED,"[{""type"": ""mobile"", ""number"": ""+10000000051"", ""is_primary"": true}]",mcdanielsandra@example.net,7658867789,XXXXXX7789,ILLITERATE,en,images/IND-0051.jpg,kamuntu,faraja,sihaya,kusoma,bicha,14.7652,65.7754,128,47AB+57,1832 Serrano Cliffs,Sector 7,000051,KM,AGRICULTURE,,EMPLOYED,6,NONE,NO,FALSE,FALSE,HOST_COMMUNITY,SETTLED,FALSE,NO,,[],[],[],[],[]
i0052,IND-0052,h012,Anthony,,Hernandez,Anthony Hernandez,Anthony Hernandez,MALE,1976-05-10,50,SINGLE,"[{""type"": ""mobile"", ""number"": ""+10000000052"", ""is_primary"": true}]",scott74@example.net,8467250120,XXXXXX0120,BASIC,en,images/IND-0052.jpg,kamuntu,faraja,sihaya,kusoma,bicha,14.7576,65.789,244,47AB+57,8877 Carly Meadows Suite 940,Sector 8,000052,KM,GOVT_EMPLOYMENT,,UNEMPLOYED,0,SMARTPHONE,,,,,,,,,[],[],"[{""shock_type"": ""FLOOD"", ""shock_date"": ""2025-12-14"", ""shock_period"": ""2025-Q4"", ""coping_strategy"": ""CS_SELL_ASSETS""}]",[],[]
i0053,IND-0053,h012,Brandon,,Hernandez,Brandon Hernandez,Brandon Hernandez,MALE,2004-06-10,22,SINGLE,"[{""type"": ""mobile"", ""number"": ""+10000000053"", ""is_primary"": true}]",keyemily@example.com,9650701349,XXXXXX1349,BASIC,en,images/IND-0053.jpg,kamuntu,faraja,sihaya,kusoma,bicha,14.7834,65.7574,299,47AB+57,78742 Walters Overpass,Sector 9,000053,KM,CRAFT,SERVICES,EMPLOYED,5,NONE,,,,,,,,,[],[],[],[],[]
i0054,IND-0054,h012,Wayne,,Hernandez,Wayne Hernandez,Wayne Hernandez,MALE,1978-03-17,48,WIDOWED,"[{""type"": ""mobile"", ""number"": ""+10000000054"", ""is_primary"": true}]",,7760554363,XXXXXX4363,BASIC,en,images/IND-0054.jpg,kamuntu,faraja,sihaya,kusoma,bicha,14.7769,65.774,97,47AB+57,5125 Steele Heights Suite 807,Sector 1,000054,KM,AGRICULTURE,,EMPLOYED,0,SMARTPHONE,,,,,,,,,"[{""livestock_species"": ""CHICKEN"", ""livestock_counts"": ""BAND_1_5""}]",[],"[{""shock_type"": ""FLOOD"", ""shock_date"": ""2025-02-19"", ""shock_period"": ""2025-Q1"", ""coping_strategy"": ""CS_REDUCE_MEALS""}, {""shock_type"": ""DROUGHT"", ""shock_date"": ""2025-08-12"", ""shock_period"": ""2025-Q3"", ""coping_strategy"": ""CS_SEEK_AID""}]",[],"[{""program_name"": ""PROG_FOOD_AID"", ""program_start_date"": ""2025-08-20"", ""program_exit_date"": null}, {""program_name"": ""PROG_HEALTH_INSURANCE"", ""program_start_date"": ""2025-11-01"", ""program_exit_date"": null}]"
i0055,IND-0055,h013,Brandon,,King,Brandon King,Brandon King,MALE,1999-11-01,26,MARRIED,"[{""type"": ""mobile"", ""number"": ""+10000000055"", ""is_primary"": true}]",cordovarichard@example.net,3948284698,XXXXXX4698,CAN_READ_AND_WRITE,en,images/IND-0055.jpg,kamuntu,faraja,tunza,kuwasha,bilkua,11.2752,68.3411,292,12AB+83,876 Jacob Lake,Sector 2,000055,KM,SERVICES,,RETIRED,7,BASIC,,,,,,,,,[],[],[],[],"[{""program_name"": ""PROG_EDUCATION_SUPPORT"", ""program_start_date"": ""2024-10-02"", ""program_exit_date"": null}]"
i0056,IND-0056,h013,Marcus,,King,Marcus King,Marcus King,FEMALE,1988-02-15,38,MARRIED,"[{""type"": ""mobile"", ""number"": ""+10000000056"", ""is_primary"": true}]",nwolf@example.com,7539399243,XXXXXX9243,INTERMEDIARY,en,images/IND-0056.jpg,kamuntu,faraja,tunza,kuwasha,bilkua,11.3051,68.3043,270,13AB+83,7710 Jennifer Inlet,Sector 3,000056,KM,WAGE_LABOR,WAGE_LABOR,SELF_EMPLOYED,6,SMARTPHONE,,,,,,,,,[],"[{""land_access"": ""TRUE"", ""land_size"": 9.52, ""productive_assets"": null}, {""land_access"": ""TRUE"", ""land_size"": 3.5, ""productive_assets"": null}, {""land_access"": ""TRUE"", ""land_size"": 5.6, ""productive_assets"": null}]","[{""shock_type"": ""FLOOD"", ""shock_date"": ""2025-10-28"", ""shock_period"": ""2025-Q4"", ""coping_strategy"": ""CS_SEEK_AID""}]",[],[]
i0057,IND-0057,h013,Krista,,King,Krista King,Krista King,FEMALE,2019-04-04,7,SINGLE,"[{""type"": ""mobile"", ""number"": ""+10000000057"", ""is_primary"": true}]",,6201313620,XXXXXX3620,HIGHER_EDUCATION,en,images/IND-0057.jpg,kamuntu,faraja,tunza,kuwasha,bilkua,11.326,68.2757,94,13AB+82,17127 Hicks Groves,Sector 4,000057,KM,,,,,,NO,FALSE,FALSE,HOST_COMMUNITY,SETTLED,FALSE,NO,,[],[],[],[],[]
i0058,IND-0058,h013,Jason,Thomas,King,Jason Thomas King,Jason Thomas King,MALE,1986-01-12,40,MARRIED,"[{""type"": ""mobile"", ""number"": ""+10000000058"", ""is_primary"": true}]",,2250949136,XXXXXX9136,ILLITERATE,en,images/IND-0058.jpg,kamuntu,faraja,tunza,kuwasha,bilkua,11.2831,68.3307,229,12AB+83,263 Michelle Harbor Suite 584,Sector 5,000058,KM,BUSINESS_TRADE,WAGE_LABOR,RETIRED,1,SMARTPHONE,NO,FALSE,FALSE,HOST_COMMUNITY,SETTLED,FALSE,NO,,"[{""livestock_species"": ""DONKEY"", ""livestock_counts"": ""BAND_11_20""}]","[{""land_access"": ""TRUE"", ""land_size"": 8.29, ""productive_assets"": ""[\""PLOUGH\"", \""OTHER\""]""}, {""land_access"": ""TRUE"", ""land_size"": 5.24, ""productive_assets"": ""[\""PLOUGH\""]""}, {""land_access"": ""TRUE"", ""land_size"": 5.31, ""productive_assets"": ""[\""OTHER\""]""}]",[],[],[]
i0059,IND-0059,h013,Robert,,King,Robert King,Robert King,MALE,1967-04-13,59,MARRIED,"[{""type"": ""mobile"", ""number"": ""+10000000059"", ""is_primary"": true}]",mary97@example.org,5010075517,XXXXXX5517,BASIC,en,images/IND-0059.jpg,kamuntu,faraja,tunza,kuwasha,bilkua,11.3025,68.3145,215,13AB+83,755 Gibson Islands Apt. 396,Sector 6,000059,KM,BUSINESS_TRADE,,RETIRED,6,SMARTPHONE,,,,,,,,,"[{""livestock_species"": ""DONKEY"", ""livestock_counts"": ""BAND_11_20""}, {""livestock_species"": ""GOATS"", ""livestock_counts"": ""BAND_21_PLUS""}, {""livestock_species"": ""GOATS"", ""livestock_counts"": ""BAND_1_5""}]","[{""land_access"": ""TRUE"", ""land_size"": 9.6, ""productive_assets"": null}, {""land_access"": ""TRUE"", ""land_size"": 0.86, ""productive_assets"": ""[\""TRACTOR\"", \""OTHER\""]""}]",[],[],[]
i0060,IND-0060,h013,David,Bradley,King,David Bradley King,David Bradley King,MALE,2014-08-01,11,SINGLE,"[{""type"": ""mobile"", ""number"": ""+10000000060"", ""is_primary"": true}]",,9251459094,XXXXXX9094,INTERMEDIARY,en,images/IND-0060.jpg,kamuntu,faraja,tunza,kuwasha,bilkua,11.3039,68.3069,127,13AB+83,662 Hanna Crossroad Suite 171,Sector 7,000060,KM,,,,,,NO,FALSE,FALSE,HOST_COMMUNITY,SETTLED,FALSE,NO,,[],[],[],[],[]
i0061,IND-0061,h014,Kelly,,Bryant,Kelly Bryant,Kelly Bryant,FEMALE,1981-07-18,44,MARRIED,"[{""type"": ""mobile"", ""number"": ""+10000000061"", ""is_primary"": true}]",,2075321966,XXXXXX1966,HIGHER_EDUCATION,en,images/IND-0061.jpg,kamuntu,faraja,tunza,kuwasha,billah,10.0491,65.1362,264,00AB+51,2174 Hanson Locks,Sector 8,000061,KM,GOVT_EMPLOYMENT,SERVICES,UNEMPLOYED,7,SMARTPHONE,,,,,,,,,[],"[{""land_access"": ""TRUE"", ""land_size"": 2.11, ""productive_assets"": null}]",[],[],"[{""program_name"": ""PROG_FOOD_AID"", ""program_start_date"": ""2023-09-18"", ""program_exit_date"": null}]"
i0062,IND-0062,h014,Matthew,,Bryant,Matthew Bryant,Matthew Bryant,MALE,1995-06-14,31,MARRIED,"[{""type"": ""mobile"", ""number"": ""+10000000062"", ""is_primary"": true}]",ofinley@example.net,6047405755,XXXXXX5755,HIGHER_EDUCATION,en,images/IND-0062.jpg,kamuntu,faraja,tunza,kuwasha,billah,10.0919,65.0842,121,00AB+50,091 Crystal Heights Apt. 161,Sector 9,000062,KM,SERVICES,,UNEMPLOYED,5,SMARTPHONE,NO,FALSE,FALSE,HOST_COMMUNITY,SETTLED,FALSE,NO,,[],"[{""land_access"": ""TRUE"", ""land_size"": 3.64, ""productive_assets"": ""[\""OTHER\""]""}]",[],[],"[{""program_name"": ""PROG_CASH_TRANSFER"", ""program_start_date"": ""2023-05-10"", ""program_exit_date"": null}]"
i0063,IND-0063,h014,Paige,,Bryant,Paige Bryant,Paige Bryant,FEMALE,1999-06-13,27,MARRIED,"[{""type"": ""mobile"", ""number"": ""+10000000063"", ""is_primary"": true}]",wallaceheather@example.org,7048809022,XXXXXX9022,INTERMEDIARY,en,images/IND-0063.jpg,kamuntu,faraja,tunza,kuwasha,billah,10.0721,65.0505,91,00AB+50,0455 Thomas Pines,Sector 1,000063,KM,SERVICES,,SELF_EMPLOYED,0,SMARTPHONE,,,,,,,,,[],"[{""land_access"": ""TRUE"", ""land_size"": 3.69, ""productive_assets"": null}, {""land_access"": ""TRUE"", ""land_size"": 9.67, ""productive_assets"": null}]",[],[],"[{""program_name"": ""PROG_CASH_TRANSFER"", ""program_start_date"": ""2023-11-10"", ""program_exit_date"": null}, {""program_name"": ""PROG_HEALTH_INSURANCE"", ""program_start_date"": ""2024-02-19"", ""program_exit_date"": null}]"
i0064,IND-0064,h014,Jennifer,,Bryant,Jennifer Bryant,Jennifer Bryant,FEMALE,1984-06-08,42,MARRIED,"[{""type"": ""mobile"", ""number"": ""+10000000064"", ""is_primary"": true}]",,2953462417,XXXXXX2417,HIGHER_EDUCATION,en,images/IND-0064.jpg,kamuntu,faraja,tunza,kuwasha,billah,10.0715,65.0723,298,00AB+50,21969 Tyler Prairie,Sector 2,000064,KM,AGRICULTURE,,RETIRED,6,SMARTPHONE,,,,,,,,,[],[],[],[],[]
i0065,IND-0065,h014,Charles,,Bryant,Charles Bryant,Charles Bryant,MALE,1992-03-23,34,SINGLE,"[{""type"": ""mobile"", ""number"": ""+10000000065"", ""is_primary"": true}]",,7521647547,XXXXXX7547,CAN_READ_AND_WRITE,en,images/IND-0065.jpg,kamuntu,faraja,tunza,kuwasha,billah,10.1023,65.0898,163,01AB+50,4074 Charles Key Suite 647,Sector 3,000065,KM,AGRICULTURE,,EMPLOYED,6,NONE,NO,FALSE,FALSE,HOST_COMMUNITY,SETTLED,FALSE,NO,,"[{""livestock_species"": ""DONKEY"", ""livestock_counts"": ""BAND_11_20""}, {""livestock_species"": ""GOATS"", ""livestock_counts"": ""BAND_11_20""}]",[],[],[],[]
i0066,IND-0066,h015,Ryan,,Gonzalez,Ryan Gonzalez,Ryan Gonzalez,MALE,1985-10-31,40,MARRIED,"[{""type"": ""mobile"", ""number"": ""+10000000066"", ""is_primary"": true}]",gcastaneda@example.org,4433026356,XXXXXX6356,ILLITERATE,en,images/IND-0066.jpg,kamuntu,chakula,mfumo,changa,biloxa,19.971,68.9311,53,99AB+89,594 Johnson Village Suite 409,Sector 4,000066,KM,UNEMPLOYED,SERVICES,RETIRED,3,NONE,NO,FALSE,FALSE,HOST_COMMUNITY,SETTLED,FALSE,NO,,[],"[{""land_access"": ""TRUE"", ""land_size"": 3.75, ""productive_assets"": ""[\""OTHER\""]""}, {""land_access"": ""TRUE"", ""land_size"": 8.94, ""productive_assets"": ""[\""PLOUGH\""]""}, {""land_access"": ""FALSE"", ""land_size"": null, ""productive_assets"": ""[\""OTHER\""]""}]",[],[],[]
i0067,IND-0067,h015,Sean,,Gonzalez,Sean Gonzalez,Sean Gonzalez,FEMALE,1944-10-26,81,MARRIED,"[{""type"": ""mobile"", ""number"": ""+10000000067"", ""is_primary"": true}]",lozanojulie@example.com,5956268238,XXXXXX8238,INTERMEDIARY,en,images/IND-0067.jpg,kamuntu,chakula,mfumo,changa,biloxa,19.9933,68.9292,230,99AB+89,533 Byrd Stravenue,Sector 5,000067,KM,LIVESTOCK,,UNEMPLOYED,5,NONE,NO,FALSE,FALSE,HOST_COMMUNITY,SETTLED,FALSE,NO,,"[{""livestock_species"": ""CHICKEN"", ""livestock_counts"": ""BAND_21_PLUS""}]",[],"[{""shock_type"": ""JOB_LOSS"", ""shock_date"": ""2025-02-10"", ""shock_period"": ""2025-Q1"", ""coping_strategy"": ""CS_SELL_ASSETS""}, {""shock_type"": ""DROUGHT"", ""shock_date"": ""2025-03-14"", ""shock_period"": ""2025-Q1"", ""coping_strategy"": ""CS_REDUCE_MEALS""}]",[],"[{""program_name"": ""PROG_HEALTH_INSURANCE"", ""program_start_date"": ""2024-04-22"", ""program_exit_date"": null}]"
